User @,Comment Text,Time,Likes,Url
quinitaw,"where are the headphones that cancel everything? I don't want to hear anyone, especially screaming children.",5-12-2023,0,https://www.tiktok.com/@jeesooh_/video/7299891005451406593
violagm1,You do know how active noice canceling works right? Because a person speaking is not “noice”,5-12-2023,0,https://www.tiktok.com/@jeesooh_/video/7299891005451406593
l_cariy,"Sry but what aesthetic lol, it looks like a plain white pair of headphones",21-11-2023,0,https://www.tiktok.com/@jeesooh_/video/7299891005451406593
bhu0316,No headphones will have a 100% noise cancellation feature! Public use would be worse,19-11-2023,0,https://www.tiktok.com/@jeesooh_/video/7299891005451406593
zwhafsaedme,"i m just not into headphones overall bc huge head, and it emphasis it, and ever since that skull dent videos yeah naur",19-11-2023,0,https://www.tiktok.com/@jeesooh_/video/7299891005451406593
jennberi,"Mehhh noise cancelling, sound quality is 🗑️. I returned mine yesterday.",1-12-2023,0,https://www.tiktok.com/@jeesooh_/video/7299891005451406593
signupyegzc,Haha she said doodoo,26-11-2023,0,https://www.tiktok.com/@jeesooh_/video/7299891005451406593
basedjamesblack,@jeesooh_ spoiler none of them even eat defenders cancel noise. u need a soundproof room,24-11-2023,0,https://www.tiktok.com/@jeesooh_/video/7299891005451406593
h_loya,Just bought these and I’m not impressed tbh. Air pods pro have better noise cancelling.,24-11-2023,0,https://www.tiktok.com/@jeesooh_/video/7299891005451406593
milaawega,Im finding it ironic that the XM5s is being recommended for people who look for 'depht' and 'range' in music 😂😂,24-11-2023,0,https://www.tiktok.com/@jeesooh_/video/7299891005451406593
shm262,Hi. Just food for though. Google the different between noise and sound.,24-11-2023,0,https://www.tiktok.com/@jeesooh_/video/7299891005451406593
username_yetuntitled,The noise cancelling is great for crying babies.,24-11-2023,0,https://www.tiktok.com/@jeesooh_/video/7299891005451406593
itsjustjavier25,Here’s a honest review they suck my airpods sound louder,23-11-2023,0,https://www.tiktok.com/@jeesooh_/video/7299891005451406593
mxt3,Physics is a thing unfortunately.,22-11-2023,0,https://www.tiktok.com/@jeesooh_/video/7299891005451406593
mikkininnaj,No one likes you sooz,22-11-2023,0,https://www.tiktok.com/@jeesooh_/video/7299891005451406593
lucuulia,I’d say use that jealousy to better yourself.,21-11-2023,0,https://www.tiktok.com/@jeesooh_/video/7299891005451406593
pimgx423,I think your hair or head is not making these work right. I tried Bose and they dont have anything on the m5 maybe that’s just me. Your hair is nice,19-11-2023,0,https://www.tiktok.com/@jeesooh_/video/7299891005451406593
jl_rubicon20,"I bought these one two, couple of months ago and my 4 year old Bose 700 got better noise cancelling. I travel a lot and def Bose are better on planes",20-11-2023,0,https://www.tiktok.com/@jeesooh_/video/7299891005451406593
benscko_5281,girl you unfortunately dont understand how anc works🤷,21-11-2023,0,https://www.tiktok.com/@jeesooh_/video/7299891005451406593
undressvestido,"Best ANC on the market, but the sound is pretty mediocre: almost no soundstage or bass extension, they sound muffled and the tuning without EQ is mid",21-11-2023,0,https://www.tiktok.com/@jeesooh_/video/7299891005451406593
lechewgaa,You seem to be super sensitive to noise and pressures on your head so I’d rec looking into some sennheisers,21-11-2023,0,https://www.tiktok.com/@jeesooh_/video/7299891005451406593
tourontv,Noice-canceling isn’t meant for suppressing voices. It’s meant for continuous types of noice.,21-11-2023,0,https://www.tiktok.com/@jeesooh_/video/7299891005451406593
cameocosgrove,The lise we tell ourselves don't be honest just shuuuush,20-11-2023,0,https://www.tiktok.com/@jeesooh_/video/7299891005451406593
renthewonderboy,this series is literally amazing especially if ur nurodivergent and hate noise,20-11-2023,0,https://www.tiktok.com/@jeesooh_/video/7299891005451406593
natcat436,they are getting bigger and bigger. soon we'll just be wearing a boombox on each ear,20-11-2023,0,https://www.tiktok.com/@jeesooh_/video/7299891005451406593
thewanderingaquarius,FINALLY SOMEONE IS TALKING ABOUT SONYS TRASH NC,20-11-2023,0,https://www.tiktok.com/@jeesooh_/video/7299891005451406593
mxnkeyslxt,At this point just go deaf.,20-11-2023,0,https://www.tiktok.com/@jeesooh_/video/7299891005451406593
remyouji,Those look like a joke,20-11-2023,0,https://www.tiktok.com/@jeesooh_/video/7299891005451406593
indthee,"it's noise canceling. not sound canceling. if there's such thing, send me the link.",20-11-2023,0,https://www.tiktok.com/@jeesooh_/video/7299891005451406593
sophieulf,"To be honest the Wh1000mx5 suck, I have the Wh1000mx3 which were discontinued and they have amazing sound and perfect noise cancelling.",20-11-2023,0,https://www.tiktok.com/@jeesooh_/video/7299891005451406593
consuelacotarcave,The plastic swivel broke and nobody can fix them! Less than a year old!,20-11-2023,0,https://www.tiktok.com/@jeesooh_/video/7299891005451406593
danny.junggy,THEYRE huge,20-11-2023,0,https://www.tiktok.com/@jeesooh_/video/7299891005451406593
6muses,the battery will deteriorate within a year. happens on all Sony XM models,20-11-2023,0,https://www.tiktok.com/@jeesooh_/video/7299891005451406593
k3nny_wayne,Why she look so cute with them on?,20-11-2023,0,https://www.tiktok.com/@jeesooh_/video/7299891005451406593
yourdad_2208,bro is next level complainer,20-11-2023,0,https://www.tiktok.com/@jeesooh_/video/7299891005451406593
instinctchaos,why does everyone now talk with a fry in their voice.,20-11-2023,0,https://www.tiktok.com/@jeesooh_/video/7299891005451406593
brendohno,The reason you can still hear is because your hair causes sound leakage probably,19-11-2023,0,https://www.tiktok.com/@jeesooh_/video/7299891005451406593
alyshasi,Your ambience is on. You need to turn it off,19-11-2023,0,https://www.tiktok.com/@jeesooh_/video/7299891005451406593
onisol_,I live next to the busiest avenue in my country and go outside with my XM4 and the noise canceling is perfect? I dont hear a thing idk and im autistic,19-11-2023,0,https://www.tiktok.com/@jeesooh_/video/7299891005451406593
wolfpaintball,"I could never do noise canceling in public, situational Awareness people 😳",19-11-2023,0,https://www.tiktok.com/@jeesooh_/video/7299891005451406593
larybmathedup,You should do more gadget reviews your flawless and eloquent with the elaborations 👏🏽 and the brutality is key coz people are faking stuff out here,19-11-2023,0,https://www.tiktok.com/@jeesooh_/video/7299891005451406593
artyob,"user error, don't listen to her. she doesn't know how to use them.",19-11-2023,0,https://www.tiktok.com/@jeesooh_/video/7299891005451406593
cikopimo,Maybe try to learn about noise canceling tech before complaining 🤣,19-11-2023,0,https://www.tiktok.com/@jeesooh_/video/7299891005451406593
anyalibero,you need some construction ear muffs 😂,19-11-2023,0,https://www.tiktok.com/@jeesooh_/video/7299891005451406593
brucejerky,Skill issue,19-11-2023,0,https://www.tiktok.com/@jeesooh_/video/7299891005451406593
s_xsakurai155,السماعة تجنن وعزلها احسن من ابل بكثير اخذتها عشان عزلها والصدق حلوه صح يمديني اسمع اللي حولي اذا كانوا قريبين مره وصوتهم عالي حتى خفيفة ع الراس,20-11-2023,0,https://www.tiktok.com/@jeesooh_/video/7299891005451406593
s_xsakurai155,هي مدري شوضعها الصدق 💀 انا انساها على راسي طول اليوم وشحنها يطول ماشاءالله,20-11-2023,0,https://www.tiktok.com/@jeesooh_/video/7299891005451406593
mn.fcs,xm4>xm5,19-12-2023,1,https://www.tiktok.com/@jeesooh_/video/7299891005451406593
harrydelltaxtok,@pnuks,20-11-2023,1,https://www.tiktok.com/@jeesooh_/video/7299891005451406593
dianas.nanas,itu pasti mahal ya icha,24-11-2023,0,https://www.tiktok.com/@jeesooh_/video/7299891005451406593
claugabs,@Carlitos Lechuga,19-11-2023,0,https://www.tiktok.com/@jeesooh_/video/7299891005451406593
kkk888nnn,Xb910 better than two of them,22-2-2024,0,https://www.tiktok.com/@techknowbiz/video/7338012545065766162
pheonix_snipes11,best over ear headphones under $150,22-2-2024,0,https://www.tiktok.com/@techknowbiz/video/7338012545065766162
sirkingsosa,x4s look better 😂,24-2-2024,9,https://www.tiktok.com/@techknowbiz/video/7338012545065766162
dickandballs123,That’s why I lowkey want xm4 more,25-2-2024,0,https://www.tiktok.com/@techknowbiz/video/7338012545065766162
sirkingsosa,nah deadass get them if you got the money they are worth it sonys headphones are always good 🔥,25-2-2024,0,https://www.tiktok.com/@techknowbiz/video/7338012545065766162
mila_stergar,I love my M4 ✨and got them even cheaper. They’re amazing.,23-2-2024,15,https://www.tiktok.com/@techknowbiz/video/7338012545065766162
notorious252,Where did you find them cheaper?,25-2-2024,0,https://www.tiktok.com/@techknowbiz/video/7338012545065766162
mila_stergar,Amazon has refurbished ones and mine came brand new in the box & yea just saves $ / cheaper,25-2-2024,1,https://www.tiktok.com/@techknowbiz/video/7338012545065766162
lebeaucitymack,get them on ebay or marketplace . trust me,7h ago,0,https://www.tiktok.com/@techknowbiz/video/7338012545065766162
imhotep_243,Which Amazon ?😂,21-2-2024,0,https://www.tiktok.com/@techknowbiz/video/7338012545065766162
techknowbiz,Haha.. that was US amazon,22-2-2024,1,https://www.tiktok.com/@techknowbiz/video/7338012545065766162
lucky_26.3,thoughts on buds 2 pro,22-2-2024,0,https://www.tiktok.com/@techknowbiz/video/7338012545065766162
_lkpr_,Yeah i still love my m4.,22-2-2024,0,https://www.tiktok.com/@techknowbiz/video/7338012545065766162
i69urmum123,how about for the earbuds,5d ago,0,https://www.tiktok.com/@techknowbiz/video/7338012545065766162
virenc81,Wasn't on a budget and I'm glad I got the XM5. I've been on 4 flights with them and it's been amazing.,22-2-2024,0,https://www.tiktok.com/@techknowbiz/video/7338012545065766162
gidzsam,"still got my xm3's after 3 years flawless. live in my gym bag, get abused and hardly ever charge them",23-2-2024,0,https://www.tiktok.com/@techknowbiz/video/7338012545065766162
deadhungry666,"on amazon uae its around only 50 to 60 usd more for xm5, should i go for it?",25-2-2024,1,https://www.tiktok.com/@techknowbiz/video/7338012545065766162
blackpanther.of.wakanda,"The prices are going down at all in my country 🇿🇦. The XM4 & 5, still too high",21-2-2024,0,https://www.tiktok.com/@techknowbiz/video/7338012545065766162
beta_mesh10,"quiero esos audífonos....pero no tengo el dinero..
alguien. tienes algún trabajo para mí?",3-3-2024,0,https://www.tiktok.com/@techknowbiz/video/7338012545065766162
dontyouhaveajobtogoto,Xm5,22-2-2024,0,https://www.tiktok.com/@techknowbiz/video/7338012545065766162
ikewziocha,"None, they have terrible issues with battery, just Google it!",21-2-2024,0,https://www.tiktok.com/@techknowbiz/video/7338012545065766162
kazi.064,Mine are good,22-2-2024,2,https://www.tiktok.com/@techknowbiz/video/7338012545065766162
virenc81,Bro lives his life on just the few bad reviews off of Google.,22-2-2024,1,https://www.tiktok.com/@techknowbiz/video/7338012545065766162
ikewziocha,I live my life after 4 trips to warranty and a ton of time wasted for repairs and 1 total replacement. I'm not buying any more Sony devices. Sound was good though,22-2-2024,0,https://www.tiktok.com/@techknowbiz/video/7338012545065766162
virenc81,Ok what? I've had mine for a year now and the battery life is still amazing. I've charged it maybe 4x in a year. User care is an x factor.,22-2-2024,0,https://www.tiktok.com/@techknowbiz/video/7338012545065766162
ikewziocha,"That's the difference, I've had mine for 3, first issue happened after about 1,5 years",22-2-2024,0,https://www.tiktok.com/@techknowbiz/video/7338012545065766162
virenc81,Lol I have the xm5. I didn't charge it on a 16hr total flight. Battery was fine and has been.,22-2-2024,0,https://www.tiktok.com/@techknowbiz/video/7338012545065766162
k1ngk1mch1,the call quality is way better int he xm5 what are you on about,22-2-2024,0,https://www.tiktok.com/@techknowbiz/video/7338012545065766162
virenc81,They just had an update too for the 5. The anc is amazing.,22-2-2024,0,https://www.tiktok.com/@techknowbiz/video/7338012545065766162
shewaslove_,xm4 is still the best,21-2-2024,0,https://www.tiktok.com/@techknowbiz/video/7338012545065766162
shabu_daddy,ไมค์ตัดเสียงดีไหมครับ จะซื้อมาใช้สำหรับประชุม,19-7-2023,2,https://www.tiktok.com/@newjinss/video/7201837224210500891
newjinss,ดีค่ะ เคยเปิดใช้ตอนที่คุยกับเพื่อนเเล้วเปอดเพลงในยูทูปเเบบเสียงดังๆ ถามเพื่อนว่าได้ยินไหมเพื่อนบอกว่าไม่ได้ยินเสียงอะไรเลยนอกจากเสียงเรา🥹✨,19-7-2023,4,https://www.tiktok.com/@newjinss/video/7201837224210500891
shabu_daddy,ถ้าตัดได้ดีแบบนี้ เยี่ยมเลยครับ พรุ่งนี้น้องน่าจะมาถึง จะลองดูครับ,19-7-2023,0,https://www.tiktok.com/@newjinss/video/7201837224210500891
user876426357,คุณสั่งในไหนคะ,26-12-2023,0,https://www.tiktok.com/@newjinss/video/7201837224210500891
shabu_daddy,สั่งจาก แอพน้ำเงินครับ,26-12-2023,0,https://www.tiktok.com/@newjinss/video/7201837224210500891
user876426357,ส่งผ่านตจว มั้ยครับ พอดีอยากได้ ไปซื้อตามศูนย์มีทุกสาขาจังหวัดหรือป่าวครับ ทราบมั้ย,27-12-2023,0,https://www.tiktok.com/@newjinss/video/7201837224210500891
shabu_daddy,the mall สาขาใกล้บ้าน น่าจะโปรโมชั่นเดียวกันนะครับ หรือลองเข้าเวปเดอะมอลล์ดูครับ ราคานี้จัดถึง 31 มกราคมครับ,27-12-2023,0,https://www.tiktok.com/@newjinss/video/7201837224210500891
user63030619456312,กันน้ำมั้ยอ่า,6-10-2023,0,https://www.tiktok.com/@newjinss/video/7201837224210500891
newjinss,ไม่เเน่ใจเหมือนกันค่ะ ถ้าโดนละอองน้ำนิดหน่อยไม่น่าจะเป็นไรนะคะเค้าคิดว่า,17-11-2023,0,https://www.tiktok.com/@newjinss/video/7201837224210500891
user63030619456312,โอเคค้าบบบ,17-11-2023,0,https://www.tiktok.com/@newjinss/video/7201837224210500891
yorkkk351,แอปชื่ออะไรหรอคะๆ,3-12-2023,0,https://www.tiktok.com/@newjinss/video/7201837224210500891
newjinss,Headphone,4-12-2023,0,https://www.tiktok.com/@newjinss/video/7201837224210500891
11sepp,ขอบคุณสำหรับการรีวิวค่ะ เก็บตังค์เล้ยย,19-2-2023,6,https://www.tiktok.com/@newjinss/video/7201837224210500891
newjinss,คับบ ยินดีมากๆเบย❤️,19-2-2023,0,https://www.tiktok.com/@newjinss/video/7201837224210500891
usermv5aua3g03,ใส่นานปวดหูมั้ยคับ จะซื้ออยู่ครับ,4-5-2023,0,https://www.tiktok.com/@newjinss/video/7201837224210500891
newjinss,ไม่เห็นตอบตอนนี้ทันไหมม มันไม่ปวดหูเเต่มันจะเจ็บๆตรงหัวเเทน ต้องใส่เเล่วถอด ขยับเรื่อยๆเลย,12-5-2023,1,https://www.tiktok.com/@newjinss/video/7201837224210500891
bbinggy,มันดูY2Kมากๆเล้ยย😳,19-2-2023,2,https://www.tiktok.com/@newjinss/video/7201837224210500891
newjinss,ช่ายย เเต่เพลงที่ฟังคือ Tibetan Bells ค่ะ เอาไว้ฟังตอนนั่งสมาธิ😅,19-2-2023,1,https://www.tiktok.com/@newjinss/video/7201837224210500891
parawatttt,ได้มากี่บาทหรอครับบ,2-7-2023,1,https://www.tiktok.com/@newjinss/video/7201837224210500891
shinra363272727277,เสียงน่ารักมากครับ🥰,9-2-2024,0,https://www.tiktok.com/@newjinss/video/7201837224210500891
lucelapadula,Bought these then sent them back and bought xm4 which are waaaaay better quality ❤️,22-2-2024,0,https://www.tiktok.com/@dan_astudillo/video/7309291450703826181
scandal_off,como va la bateria pq dicen q va fatal,13-1-2024,37,https://www.tiktok.com/@dan_astudillo/video/7309291450703826181
carlos_caravantes7,dura 30 horas y cargandolo 10 minutos ya tienes mínimo 3 horas,16-1-2024,21,https://www.tiktok.com/@dan_astudillo/video/7309291450703826181
arkfan478,3 minutos por 3 horas,5-2-2024,1,https://www.tiktok.com/@dan_astudillo/video/7309291450703826181
teretereteere,Dura mucho MUCHO,15-1-2024,3,https://www.tiktok.com/@dan_astudillo/video/7309291450703826181
alex_mirand4,en mis xm4 ahorita llevo 21h y tengo 50% disponibles aunque no uso la cancelación de ruido como del 40% de volumen ya ni se escucha nada del exterior,18-2-2024,0,https://www.tiktok.com/@dan_astudillo/video/7309291450703826181
rjagniaux,Dura muchísimo,5-2-2024,0,https://www.tiktok.com/@dan_astudillo/video/7309291450703826181
bc2020f,Como cambias las almohadillas cuando se pelan ? Yo los usé 2 años para el gym y se me pelaron,31-12-2023,8,https://www.tiktok.com/@dan_astudillo/video/7309291450703826181
luomingwu,hay un tutotial en youtube,12-3-2024,1,https://www.tiktok.com/@dan_astudillo/video/7309291450703826181
jorgeamayazamora,cómo lo arreglaste bro,19-1-2024,0,https://www.tiktok.com/@dan_astudillo/video/7309291450703826181
presea_combatir,No sabe,13-2-2024,0,https://www.tiktok.com/@dan_astudillo/video/7309291450703826181
jorflipp,precio?,18-12-2023,2,https://www.tiktok.com/@dan_astudillo/video/7309291450703826181
noshjdk,328 usd,12-2-2024,0,https://www.tiktok.com/@dan_astudillo/video/7309291450703826181
anyasfilms,300 dolares,18-12-2023,0,https://www.tiktok.com/@dan_astudillo/video/7309291450703826181
zidalia_uj,Ora,4-1-2024,1,https://www.tiktok.com/@dan_astudillo/video/7309291450703826181
tonoaltuzar,Quiero los míos ❤️,6-12-2023,5,https://www.tiktok.com/@dan_astudillo/video/7309291450703826181
dan_astudillo,🥰,6-12-2023,2,https://www.tiktok.com/@dan_astudillo/video/7309291450703826181
dano_sa,Le voy a pedir unos a 🎅🏼,6-12-2023,4,https://www.tiktok.com/@dan_astudillo/video/7309291450703826181
dan_astudillo,Siiiii 🫶🏼,6-12-2023,2,https://www.tiktok.com/@dan_astudillo/video/7309291450703826181
yosoyricabry,¿si la batería es interminable para qué agregan el cable cargador?😅,13-12-2023,0,https://www.tiktok.com/@dan_astudillo/video/7309291450703826181
arkfan478,te falla no?,5-2-2024,23,https://www.tiktok.com/@dan_astudillo/video/7309291450703826181
lramort,Cuidado con el sudor ya que en las instrucciones vienen que cualquier gota puede dañarlos,10-12-2023,19,https://www.tiktok.com/@dan_astudillo/video/7309291450703826181
knefty,Me compre unos también en color blanco y todo está súper bien pero se ensucian con la mirada y ya están como beige 😭😭😭,8-2-2024,3,https://www.tiktok.com/@dan_astudillo/video/7309291450703826181
rickcs1997,Los tengo y se escuchan divinos 🥰,6-12-2023,5,https://www.tiktok.com/@dan_astudillo/video/7309291450703826181
user167925097jlmno,su vincha genera dolor de cabeza 😫,4-2-2024,1,https://www.tiktok.com/@dan_astudillo/video/7309291450703826181
victoriaczrs,De qué color son?,17-12-2023,1,https://www.tiktok.com/@dan_astudillo/video/7309291450703826181
moritaa0,Wow me gustaron más cuando me di cuenta que era Dan😳😳,28-2-2024,0,https://www.tiktok.com/@dan_astudillo/video/7309291450703826181
bearolnu,y alguna opción más económica? en chile cuestan entre 300 y 400k ☠️,18-2-2024,0,https://www.tiktok.com/@dan_astudillo/video/7309291450703826181
iittss888,Para el gym sirve?,15-2-2024,0,https://www.tiktok.com/@dan_astudillo/video/7309291450703826181
vvvuuu40,que tal con la intensidad de sonido? los bajos como se oyen??,22-1-2024,0,https://www.tiktok.com/@dan_astudillo/video/7309291450703826181
losblogsdeangel,quiero ocupo,14-1-2024,0,https://www.tiktok.com/@dan_astudillo/video/7309291450703826181
adr17._.a,Yo los tengo son hermosos !!!!,2-1-2024,0,https://www.tiktok.com/@dan_astudillo/video/7309291450703826181
dan65009,instagram del chico del video?,9-12-2023,0,https://www.tiktok.com/@dan_astudillo/video/7309291450703826181
georgina_ast99,Los quieroooo,9-12-2023,0,https://www.tiktok.com/@dan_astudillo/video/7309291450703826181
tano_sc,👏🏼👏🏼👏🏼,6-12-2023,2,https://www.tiktok.com/@dan_astudillo/video/7309291450703826181
dan_astudillo,💛,6-12-2023,2,https://www.tiktok.com/@dan_astudillo/video/7309291450703826181
deee456798,Why you listen to taylor swift you Mexican 😂💀,10-2-2024,2,https://www.tiktok.com/@dan_astudillo/video/7309291450703826181
noitsnotmyrealname,"i tried the airpods max the m5’s and the sony m4’s and the bose qc45, the airpods maxes were the worse sounding out of all of them",30-5-2023,1905,https://www.tiktok.com/@ldrethegiant/video/7226793349603282218
liltony77,"What do you reccomend between the m4s m5s and bose. Im stuck between all 3, mostly the bose and m4s",1-6-2023,25,https://www.tiktok.com/@ldrethegiant/video/7226793349603282218
noitsnotmyrealname,"well it really depends on your preference but the if you really like a good mix of sound quality, noise cancelling and comfort get the bose",3-6-2023,50,https://www.tiktok.com/@ldrethegiant/video/7226793349603282218
noitsnotmyrealname,the bose have richer sound and slightly deeper bass but the sonys last longer and are 0.1 percent more comfortable,3-6-2023,28,https://www.tiktok.com/@ldrethegiant/video/7226793349603282218
noitsnotmyrealname,i do recommend the bose as an unbiased opinion,3-6-2023,12,https://www.tiktok.com/@ldrethegiant/video/7226793349603282218
liltony77,Which bose? And why exactly?,3-6-2023,1,https://www.tiktok.com/@ldrethegiant/video/7226793349603282218
noitsnotmyrealname,"qc45, they’re really comfortable, wore them on a 6 hour flight comfortably , very low sound leakage, rich sound and full leather carry case",3-6-2023,18,https://www.tiktok.com/@ldrethegiant/video/7226793349603282218
noitsnotmyrealname,biggest selling point is the way they immerse you in movies or songs and do it comfortably and drown out most outside noise,3-6-2023,10,https://www.tiktok.com/@ldrethegiant/video/7226793349603282218
liltony77,Thanks alot. Appreciate it,3-6-2023,1,https://www.tiktok.com/@ldrethegiant/video/7226793349603282218
noitsnotmyrealname,no problem,4-6-2023,3,https://www.tiktok.com/@ldrethegiant/video/7226793349603282218
gemini4674334685,Could you hear the plane engine through the noise cancelation?,13-7-2023,0,https://www.tiktok.com/@ldrethegiant/video/7226793349603282218
noitsnotmyrealname,"Very very barely, almost not at all, and the moment you start playing something you can’t hear anything at all",14-7-2023,6,https://www.tiktok.com/@ldrethegiant/video/7226793349603282218
fish.sud,the Sony's have horrible sound. they're way too bassy and have a horrible app. I own the boses and hate them because you can't even turn off and/trans,23-7-2023,1,https://www.tiktok.com/@ldrethegiant/video/7226793349603282218
bobdahood,does the m5 have good bass,5-9-2023,0,https://www.tiktok.com/@ldrethegiant/video/7226793349603282218
noitsnotmyrealname,yeah they do have suprisingly good bass,5-9-2023,1,https://www.tiktok.com/@ldrethegiant/video/7226793349603282218
bobdahood,nice,5-9-2023,0,https://www.tiktok.com/@ldrethegiant/video/7226793349603282218
rescams,Can you turn the bose headphones off?,19-11-2023,0,https://www.tiktok.com/@ldrethegiant/video/7226793349603282218
noitsnotmyrealname,"Yeah you can, there's a little off switch on the right ear cup and it turns it completely off",20-11-2023,1,https://www.tiktok.com/@ldrethegiant/video/7226793349603282218
.jotaro1,Which has better battery life and which leaks sounds less in your opinion,6-2-2024,0,https://www.tiktok.com/@ldrethegiant/video/7226793349603282218
noitsnotmyrealname,Battery life is objectively the xm5 but the sound leakage ima say either the bose or the airpod maxes,6-2-2024,0,https://www.tiktok.com/@ldrethegiant/video/7226793349603282218
pwaxie,I have tried the apple’s in multiple stores and it always sounds SO BAD compared to the others 😭,3-12-2023,2,https://www.tiktok.com/@ldrethegiant/video/7226793349603282218
0ldv1p,which recommended getting? xm4 or xm5,21-2-2024,0,https://www.tiktok.com/@ldrethegiant/video/7226793349603282218
noitsnotmyrealname,depends on what you like. If you like bass more get the xm4. if you ljke comfort and noise cancelling more get the xm5,22-2-2024,1,https://www.tiktok.com/@ldrethegiant/video/7226793349603282218
0ldv1p,Thank You,22-2-2024,0,https://www.tiktok.com/@ldrethegiant/video/7226793349603282218
gavingc54,"As someone who’s also tried must of these mentioned, the max’s are pretty easily the best SOUND of all these (however not enough for the extra price)",28-6-2023,1,https://www.tiktok.com/@ldrethegiant/video/7226793349603282218
noitsnotmyrealname,"yeah your not wrong, I guess it’s more of a preference, I blind tested the headphones with a couple of people and the airpods had the lowest score",28-6-2023,1,https://www.tiktok.com/@ldrethegiant/video/7226793349603282218
gavingc54,"I haven’t done any blind tests or anything just went off my own preferences, they’re all close enough that you should go with whatever’s cheapest imo",28-6-2023,0,https://www.tiktok.com/@ldrethegiant/video/7226793349603282218
noitsnotmyrealname,true lol,29-6-2023,0,https://www.tiktok.com/@ldrethegiant/video/7226793349603282218
_anna_cl_09,do y’all happen to know the comfort for people who wear glasses if i get the qc45,18-7-2023,0,https://www.tiktok.com/@ldrethegiant/video/7226793349603282218
russell.503,idk I like the airpod maxes bass response a lil better,16-1-2024,0,https://www.tiktok.com/@ldrethegiant/video/7226793349603282218
punchmademoggedyou,No way bro they sound the best,22-7-2023,0,https://www.tiktok.com/@ldrethegiant/video/7226793349603282218
fish.sud,no they're not. they are the most flat which is objectively better. sure v shaped is more fun but not better than flat,23-7-2023,0,https://www.tiktok.com/@ldrethegiant/video/7226793349603282218
moody.cc,If you are getting headphones off aesthetic sure but most people want good quality,3-1-2024,0,https://www.tiktok.com/@ldrethegiant/video/7226793349603282218
fish.sud,exactly why airpods max are the best. if you care about quality get airpods max. if you want enjoyable get xm4s,9-1-2024,0,https://www.tiktok.com/@ldrethegiant/video/7226793349603282218
itslouiebleu,Maybe it’s your ears?,26-11-2023,0,https://www.tiktok.com/@ldrethegiant/video/7226793349603282218
noitsnotmyrealname,everyone have different ears so ofc it'll be different that's why i had 3 different people try them,26-11-2023,0,https://www.tiktok.com/@ldrethegiant/video/7226793349603282218
wongtongasian,The Apple ones are very slightly better if you can find them at a good price buy em,26-1-2024,0,https://www.tiktok.com/@ldrethegiant/video/7226793349603282218
wongtongasian,I’ve tried all of them also but the apple is SLIGHTLY better,26-1-2024,0,https://www.tiktok.com/@ldrethegiant/video/7226793349603282218
dimakkuzmenko,cuz u prob got fake ones💀😂,27-12-2023,0,https://www.tiktok.com/@ldrethegiant/video/7226793349603282218
noitsnotmyrealname,fake airpod maxs literally at the apple store? that's crazy,27-12-2023,0,https://www.tiktok.com/@ldrethegiant/video/7226793349603282218
pardon.im.ardon,🧢,15-12-2023,0,https://www.tiktok.com/@ldrethegiant/video/7226793349603282218
jetblack_chxrry_heart,What,29-8-2023,0,https://www.tiktok.com/@ldrethegiant/video/7226793349603282218
archieologic,I low key regret letting go of my AirPods Max,28-4-2023,4,https://www.tiktok.com/@ldrethegiant/video/7226793349603282218
mannyy322,"Add my snap mannypena2 or dm me on here, I can sell you mine for a very good price since I’m just trying to get rid of them asap, we can figure price",9-7-2023,0,https://www.tiktok.com/@ldrethegiant/video/7226793349603282218
jack_254300,I feel like the m5s feel so cheap and just aren’t comfy,20-9-2023,16,https://www.tiktok.com/@ldrethegiant/video/7226793349603282218
serenjty,"m4s are better bc they dont hug your head so tightly, they do fall off easier though.",21-9-2023,2,https://www.tiktok.com/@ldrethegiant/video/7226793349603282218
faili878,I’ve had the Sony XM5 for a few weeks now & I ❤️them. I ❤️that they’re so light & comfortable to wear unlike the Apple,22-7-2023,1,https://www.tiktok.com/@ldrethegiant/video/7226793349603282218
90zteen,The Sony headphones are so ugly like nooooooo,29-6-2023,122,https://www.tiktok.com/@ldrethegiant/video/7226793349603282218
dotd0td0t,Bro got mixed up in the names,29-10-2023,108,https://www.tiktok.com/@ldrethegiant/video/7226793349603282218
sasha_bitar23,bro they both look good tf u on,27-11-2023,14,https://www.tiktok.com/@ldrethegiant/video/7226793349603282218
washmacntosh349,nah everyone can agree sony looks way better,11-11-2023,4,https://www.tiktok.com/@ldrethegiant/video/7226793349603282218
clivebixby95,The Sony is pure plastic that’s cheap as fuck looks like my 50$ steel series gaming headphones tbh,11-12-2023,0,https://www.tiktok.com/@ldrethegiant/video/7226793349603282218
artsrusofficial,Apple fanboy,21-2-2024,0,https://www.tiktok.com/@ldrethegiant/video/7226793349603282218
clivebixby95,Or you’re an Apple hater?,21-2-2024,0,https://www.tiktok.com/@ldrethegiant/video/7226793349603282218
artsrusofficial,Fan boy,21-2-2024,0,https://www.tiktok.com/@ldrethegiant/video/7226793349603282218
clivebixby95,You have a illness bro I have more google products than Apple products 😂 and don’t have Apple headphones,21-2-2024,0,https://www.tiktok.com/@ldrethegiant/video/7226793349603282218
yawnpits,nahh it's the ither way round,16-10-2023,31,https://www.tiktok.com/@ldrethegiant/video/7226793349603282218
yawnpits,other,16-10-2023,0,https://www.tiktok.com/@ldrethegiant/video/7226793349603282218
